component,s,c1,c2,rho0,rho1,rho2,psi_residual
Case2-loop,0.22319426347437443,0.2546869986791766,-1.052103259924194,14.239975968106696,0.40494244875327234,1.284214230968215,3.4139358007223564e-15
Case2-loop,0.23212206094531754,0.2641674299670454,-1.048921249662267,13.897812110102183,0.420680122850585,1.2847504974500725,2.4424906541753444e-15
Case2-loop,0.24104986241443468,0.2736079373295202,-1.0456226625374023,13.55823831401543,0.4364294306788209,1.2851069489615863,1.942890293094024e-15
Case2-loop,0.2499776683007215,0.28300657745536056,-1.0422065947653605,13.221173179746442,0.45219211695598865,1.285288958824467,1.942890293094024e-15
Case2-loop,0.2589054790818508,0.29236131227209433,-1.0386720507487908,12.886536750968373,0.46797027064792734,1.2853022338087823,5.329070518200751e-15
Case2-loop,0.2678332953040927,0.30166999649319465,-1.0350179318584676,12.554250504850518,0.48376636672115403,1.2851528604332214,5.384581669432009e-15
Case2-loop,0.2767611175950442,0.31093036319287887,-1.0312430237355472,12.224237355042822,0.49958331398666933,1.2848473582158133,4.385380947269368e-15
Case2-loop,0.2856889466787565,0.32014000704055595,-1.027345981892649,11.896421671085925,0.5154245100743231,1.284392741153102,3.885780586188048e-15
Case2-loop,0.29461678339440606,0.32929636474965684,-1.0233253153550363,11.570729318270198,0.5312939047821343,1.28379658897382,3.6637359812630166e-15
Case2-loop,0.3035446287191614,0.3383966921970286,-1.019179368041913,11.247087723183686,0.5471960732892699,1.2830671300444199,5.384581669432009e-15
Case2-loop,0.3124724837967635,0.34743803754770564,-1.0149062975399672,10.925425971732102,0.5631363010209168,1.2822133382146343,2.9976021664879227e-15
Case2-loop,0.32140034997302036,0.3564172095665357,-1.010504050867686,10.605674948501337,0.5791206823152518,1.2812450464024896,2.6645352591003757e-15
Case2-loop,0.3303282288408567,0.3653307401073886,-1.0059703367684336,10.287767529033962,0.5951562354865211,1.280173080356133,3.4416913763379853e-15
Case2-loop,0.33925612229650814,0.3741748395273948,-1.0013025940059772,9.971638840298187,0.6112510374130148,1.2790094168284112,4.9404924595819466e-15
Case2-loop,0.3481840326115525,0.3829453434706222,-0.9964979550673018,9.657226609427834,0.6274143814357219,1.277767371401288,2.9976021664879227e-15
Case2-loop,0.3571119625253942,0.39163764907763166,-0.9915532046128055,9.344471627426893,0.643656963141024,1.2764618224550637,6.5503158452884236e-15
Case2-loop,0.3660399153642035,0.40024663818665557,-0.9864647319603278,9.033318363418687,0.6599910995494502,1.2751094793580011,5.218048215738236e-15
Case2-loop,0.3749678951957793,0.40876658447110326,-0.9812284768625473,8.72371577703129,0.6764309883630273,1.2737292049360465,4.884981308350689e-15
